STORE_NBR,YEARMONTH,Total_Sales,Customers,Transactions,Total_Qty
79,201903,895.4,93,106,205
79,201904,1007.3,102,117,224
79,201905,927.75,101,111,208
79,201906,862.8000000000001,87,99,189
80,201807,1029.9,104,124,237
80,201808,952.8,103,120,217
80,201809,1050.9,106,125,239
80,201810,1100.0,119,132,247
80,201811,851.6,82,96,188
80,201812,934.4,102,111,210
80,201901,1033.8,113,126,235
80,201902,924.6,94,109,205
80,201903,978.3,107,117,218
80,201904,953.9,96,113,213
80,201905,894.3000000000001,95,111,199
80,201906,1052.4,116,127,243
81,201807,1235.9,117,143,283
81,201808,1073.3,110,132,245
81,201809,1357.6,129,152,302
81,201810,1014.6,104,117,231
81,201811,1052.3,101,119,239
81,201812,1360.0,127,156,312
81,201901,1166.6,110,130,262
81,201902,1151.9,108,127,253
81,201903,1273.5,115,144,285
81,201904,1172.5,110,132,266
81,201905,1152.05,119,135,257
81,201906,1351.7,122,151,305
82,201807,348.5,46,50,97
82,201808,326.7,43,48,91
82,201809,332.1,44,46,91
82,201810,290.5,41,43,84
82,201811,326.5,49,51,100
82,201812,306.5,42,43,85
82,201901,359.1,49,53,102
82,201902,276.5,44,44,82
82,201903,398.0,52,58,114
82,201904,323.0,51,51,100
82,201905,414.5,52,56,106
82,201906,401.6,51,55,108
83,201807,792.4,95,115,234
83,201808,799.8,100,120,227
83,201809,826.4,88,114,228
83,201810,759.8,85,117,236
83,201811,802.4,93,109,226
83,201812,912.0,108,136,274
83,201901,847.0,96,126,254
83,201902,765.6,88,105,210
83,201903,817.8,96,117,236
83,201904,840.0,94,118,240
83,201905,819.5,90,118,234
83,201906,942.2,99,128,258
84,201807,511.4,55,59,118
84,201808,449.1,54,54,101
84,201809,416.2,46,46,92
84,201810,473.6,49,53,106
84,201811,448.8,48,50,100
84,201812,506.8,53,58,116
84,201901,432.6,46,50,100
84,201902,365.6,39,42,86
84,201903,352.8,39,40,80
84,201904,434.8,45,50,100
84,201905,530.2,56,60,117
84,201906,474.4,46,52,104
85,201807,13.9,3,3,5
86,201807,892.2,99,126,251
86,201808,764.05,94,110,215
86,201809,914.6,103,128,258
86,201810,948.4,109,138,276
86,201811,918.0,100,125,254
86,201812,841.2,98,120,240
86,201901,841.4,94,129,260
86,201902,913.2,107,138,277
86,201903,1026.8,115,140,284
86,201904,848.2,105,126,254
86,201905,889.3,104,128,259
86,201906,838.0,98,118,238
87,201807,315.0,39,40,70
87,201808,301.2,37,39,69
87,201809,314.6,41,42,70
87,201810,386.0,46,50,87
87,201811,280.0,39,41,66
87,201812,430.1,52,55,94
87,201901,358.6,44,47,82
87,201902,294.2,37,40,66
87,201903,327.7,37,41,73
87,201904,297.0,33,37,64
87,201905,343.1,48,49,79
87,201906,344.1,43,45,82
88,201807,1310.0,129,153,306
88,201808,1323.8,131,158,303
88,201809,1423.0,124,157,318
88,201810,1352.4,123,155,316
88,201811,1382.8,130,156,314
88,201812,1325.2,126,148,298
88,201901,1266.4,117,144,292
88,201902,1370.2,124,153,308
88,201903,1477.2,134,169,340
88,201904,1439.4,128,162,324
88,201905,1308.25,128,154,299
88,201906,1354.6,121,148,300
89,201807,219.8,49,50,61
89,201808,185.5,45,47,55
89,201809,188.8,41,43,54
89,201810,260.8,56,58,80
89,201811,191.3,43,45,59
89,201812,126.8,30,32,39
89,201901,213.3,46,49,62
89,201902,151.1,33,35,43
89,201903,255.7,56,59,77
89,201904,169.70000000000002,38,41,47
89,201905,242.7,49,52,69
89,201906,184.6,41,44,53
90,201807,235.4,41,41,66
90,201808,224.5,38,39,64
90,201809,162.4,28,28,49
90,201810,319.40000000000003,54,56,88
90,201811,226.2,35,38,66
90,201812,262.7,45,50,83
90,201901,305.8,50,53,87
90,201902,253.20000000000002,43,45,73
90,201903,336.6,57,60,94
90,201904,243.4,40,44,68
90,201905,307.7,49,52,93
90,201906,285.8,43,48,75
91,201807,827.7,85,98,189
91,201808,916.1,93,106,206
91,201809,1000.1,99,113,224
91,201810,851.8,87,100,193
91,201811,911.2,97,109,209
91,201812,866.8,89,97,189
91,201901,856.3,90,101,195
91,201902,914.7,84,99,197
91,201903,913.8,94,108,207
91,201904,907.7,89,107,205
91,201905,1083.2,110,129,243
91,201906,972.5,100,115,220
92,201903,9.2,1,1,2
93,201807,1080.4,114,147,298
93,201808,998.1,112,149,287
93,201809,1161.8,130,169,340
93,201810,1038.0,114,148,298
93,201811,944.2,102,137,276
93,201812,1207.0,126,167,336
93,201901,999.0,107,138,282
93,201902,995.0,104,137,276
93,201903,1039.0,113,145,290
93,201904,1095.6,129,155,312
93,201905,1093.5,122,162,316
93,201906,1162.2,121,164,328
94,201807,940.0,108,135,270
94,201808,1162.25,118,159,315
94,201809,966.8,107,139,280
94,201810,1039.0,107,142,284
94,201811,988.9,106,141,285
94,201812,881.4,101,124,248
94,201901,993.6,109,141,284
94,201902,873.4,99,123,250
94,201903,998.4,118,144,290
94,201904,902.6,97,131,262
94,201905,931.9,105,141,283
94,201906,796.4,96,110,226
95,201807,1053.4,100,119,239
95,201808,1277.45,129,150,290
95,201809,1119.2,107,123,250
95,201810,1216.2,121,136,271
95,201811,1144.6,114,130,261
95,201812,1099.2,110,125,250
95,201901,1106.9,109,125,252
95,201902,1083.2,110,126,250
95,201903,1295.1,119,152,306
95,201904,1164.0,117,135,270
95,201905,1193.55,119,141,270
95,201906,1162.7,116,133,265
96,201807,357.4,41,41,82
96,201808,394.0,40,43,87
96,201809,365.40000000000003,38,40,80
96,201810,276.4,31,31,62
96,201811,375.8,40,42,84
96,201812,506.2,54,56,112
96,201901,435.2,45,49,98
96,201902,351.4,38,41,82
96,201903,367.6,39,41,82
96,201904,408.4,42,47,93
96,201905,278.9,30,32,63
96,201906,270.0,31,31,62
97,201807,848.2,87,116,232
97,201808,917.35,116,145,278
97,201809,908.8,95,128,256
97,201810,993.2,105,140,280
97,201811,853.4,101,129,258
97,201812,899.4,105,124,254
97,201901,844.6,99,121,246
97,201902,755.2,83,111,222
97,201903,853.6,95,122,246
97,201904,813.0,92,120,240
97,201905,883.3000000000001,103,130,253
97,201906,862.0,103,130,268
98,201807,128.7,34,35,38
98,201808,95.0,25,25,30
98,201809,112.0,31,32,34
98,201810,144.7,39,41,43
98,201811,106.5,30,30,30
98,201812,175.2,44,45,46
98,201901,108.5,29,29,30
98,201902,107.2,27,28,30
98,201903,112.10000000000001,31,32,32
98,201904,175.7,43,45,49
98,201905,164.5,42,43,48
98,201906,159.1,37,38,43
99,201807,18.5,5,5,5
99,201808,14.8,3,3,4
99,201809,23.400000000000002,7,7,9
99,201810,14.7,5,5,5
99,201811,17.2,4,4,5
99,201812,4.2,1,1,1
99,201901,15.700000000000001,4,4,4
99,201902,22.2,8,8,8
99,201903,30.3,8,9,9
99,201904,13.8,5,5,5
99,201905,24.3,6,6,7
99,201906,22.8,7,7,7
100,201807,1027.0,116,154,312
100,201808,925.8,109,138,274
100,201809,954.0,104,140,280
100,201810,1025.6,106,144,290
100,201811,833.6,90,115,234
100,201812,1020.6,109,142,288
100,201901,1033.6,109,147,298
100,201902,936.4,97,129,264
100,201903,1060.8,110,148,300
100,201904,993.8,111,137,276
100,201905,1001.5,107,145,289
100,201906,1018.0,118,151,306
101,201807,876.6,99,125,252
101,201808,866.0,103,124,234
101,201809,836.4,93,118,238
101,201810,892.0,102,128,256
101,201811,865.6,99,122,246
101,201812,759.2,90,114,232
101,201901,846.4,97,124,248
101,201902,825.4,95,117,236
101,201903,695.8,82,100,200
101,201904,804.0,95,114,230
101,201905,871.9,99,130,260
101,201906,938.4,101,130,260
102,201807,782.4,92,111,222
102,201808,986.4,104,139,272
102,201809,970.4,107,138,276
102,201810,902.2,103,132,264
102,201811,930.0,98,125,252
102,201812,816.6,99,116,236
102,201901,898.0,106,126,256
102,201902,773.4,98,114,228
102,201903,821.8,97,121,244
102,201904,718.6,85,101,202
102,201905,890.9,103,130,244
102,201906,950.0,107,135,272
103,201807,196.3,37,39,61
103,201808,255.1,42,44,75
103,201809,274.3,47,49,83
103,201810,255.0,40,40,74
103,201811,410.2,61,69,114
103,201812,292.3,51,53,85
103,201901,316.7,51,54,88
103,201902,281.6,50,51,82
103,201903,336.7,56,61,101
103,201904,283.3,43,45,78
103,201905,316.90000000000003,52,57,94
103,201906,248.5,41,48,74
104,201807,817.0,97,118,236
104,201808,881.9,104,126,241
104,201809,829.8,95,114,232
104,201810,915.8,98,136,272
104,201811,766.6,78,110,220
104,201812,897.2,101,131,264
104,201901,902.4,97,126,252
104,201902,844.2,99,119,238
104,201903,962.0,104,135,272
104,201904,789.0,91,115,230
104,201905,1000.7,114,147,286
104,201906,737.8,86,104,208
105,201807,928.9,97,131,265
105,201808,923.7,112,145,277
105,201809,846.6,103,126,256
105,201810,880.0,97,123,252
105,201811,771.4,95,111,224
105,201812,1048.6,109,148,300
105,201901,807.0,87,114,234
105,201902,751.8,85,109,220
105,201903,916.8,95,129,258
105,201904,944.6,101,132,264
105,201905,818.1,92,123,232
105,201906,835.0,91,119,242
106,201807,1042.8,111,140,288
106,201808,799.85,102,124,233
106,201809,1158.4,121,164,328
106,201810,928.6,102,131,262
106,201811,966.8,113,140,284
106,201812,820.4,96,117,236
106,201901,869.6,101,127,260
106,201902,833.2,97,118,236
106,201903,938.6,109,136,274
106,201904,815.4,96,113,228
106,201905,878.75,111,137,264
106,201906,690.2,82,102,204
107,201807,805.4,90,113,230
107,201808,868.7,100,127,249
107,201809,751.6,88,102,206
107,201810,827.0,91,114,232
107,201811,757.4,92,112,224
107,201812,766.4,89,111,222
107,201901,878.0,102,126,254
107,201902,579.2,70,85,170
107,201903,812.0,95,122,244
107,201904,848.6,91,122,246
107,201905,737.0,90,113,204
107,201906,671.4,78,94,190
108,201807,242.70000000000002,30,30,57
108,201808,401.4,44,45,88
108,201809,318.7,38,39,70
108,201810,231.6,28,30,54
108,201811,272.9,34,34,63
108,201812,291.6,32,34,63
108,201901,330.8,40,41,75
108,201902,321.4,41,41,74
108,201903,317.6,36,38,73
108,201904,292.4,38,38,68
108,201905,400.4,50,54,96
108,201906,311.6,35,36,68
109,201807,884.0,108,136,274
109,201808,828.3,89,118,225
109,201809,871.4,102,123,248
109,201810,957.6,107,138,276
109,201811,929.6,101,132,266
109,201812,908.8,101,132,270
109,201901,858.6,92,117,234
109,201902,858.4,91,122,246
109,201903,1039.2,114,145,292
109,201904,728.6,80,104,208
109,201905,720.6,90,112,204
109,201906,814.0,90,114,234
110,201807,698.1,89,99,195
110,201808,761.4,89,111,210
110,201809,682.8,79,96,194
110,201810,784.4,92,112,224
110,201811,768.2,95,111,224
110,201812,968.2,112,141,284
110,201901,924.0,106,131,264
110,201902,691.2,82,100,200
110,201903,957.2,114,137,278
110,201904,849.4,99,116,234
110,201905,842.4,97,118,234
110,201906,761.4,88,106,218
111,201807,224.9,51,52,63
111,201808,272.6,44,47,73
111,201809,156.6,36,37,48
111,201810,211.0,43,45,60
111,201811,181.6,39,42,51
111,201812,215.7,47,48,64
111,201901,167.6,40,42,53
111,201902,167.4,34,38,52
111,201903,228.9,48,52,66
111,201904,195.4,40,41,53
111,201905,179.8,43,45,55
111,201906,206.2,43,46,59
112,201807,998.8,106,143,292
112,201808,974.8,109,147,286
112,201809,926.8,111,135,270
112,201810,915.0,109,132,266
112,201811,902.0,93,122,250
112,201812,866.8,100,127,258
112,201901,957.2,103,139,282
112,201902,1049.2,116,150,306
112,201903,1035.6,107,140,284
112,201904,938.4,108,129,266
112,201905,815.2,102,121,232
112,201906,1012.6,114,142,288
113,201807,918.4,103,132,264
113,201808,1009.9,106,144,282
113,201809,962.6,98,130,264
113,201810,894.6,92,124,248
113,201811,905.8,100,130,260
113,201812,965.8000000000001,105,132,270
113,201901,766.4,89,113,230
113,201902,766.2,84,108,216
113,201903,960.0,100,138,276
113,201904,774.8,93,112,224
113,201905,775.5,96,120,226
113,201906,851.6,96,117,240
114,201807,945.0,103,134,268
114,201808,870.95,105,130,246
114,201809,922.8,109,134,272
114,201810,1085.0,117,145,292
114,201811,931.2,108,132,264
114,201812,917.6,99,129,260
114,201901,928.6,100,127,254
114,201902,866.4,95,122,244
114,201903,980.6,113,144,288
114,201904,886.8,106,132,268
114,201905,786.95,96,126,241
114,201906,1017.6,105,145,294
115,201807,358.9,49,54,105
115,201808,322.2,47,50,88
115,201809,296.6,42,42,82
115,201810,275.0,38,39,77
115,201811,316.7,46,47,93
115,201812,423.2,54,58,113
115,201901,320.0,43,46,90
115,201902,295.4,41,42,82
115,201903,282.8,37,40,80
115,201904,389.0,52,54,107
115,201905,402.55,59,64,121
115,201906,308.0,46,47,94
116,201807,835.0,91,119,238
116,201808,832.4,100,133,247
116,201809,889.4,94,120,242
116,201810,861.0,104,125,254
116,201811,837.0,85,115,234
116,201812,896.8,104,130,262
116,201901,863.8,103,125,254
116,201902,752.6,86,103,210
116,201903,883.8,98,128,258
116,201904,935.6,91,129,260
116,201905,900.1,106,132,256
116,201906,867.0,97,124,248
117,201807,2.6,1,1,1
117,201808,14.4,4,4,5
117,201809,11.6,4,4,4
117,201810,23.9,7,7,7
117,201811,26.8,7,7,7
117,201812,27.900000000000002,8,8,8
117,201902,5.9,2,2,2
117,201903,10.7,2,2,2
117,201904,18.6,5,5,5
117,201905,13.3,4,4,4
117,201906,6.1,2,2,2
118,201807,799.4,92,115,230
118,201808,755.95,103,120,223
118,201809,722.2,89,103,208
118,201810,783.0,88,108,218
118,201811,740.4,89,108,216
118,201812,945.0,112,137,276
118,201901,977.4,100,136,274
118,201902,827.4,88,113,230
118,201903,878.0,106,125,250
118,201904,890.2,104,131,262
118,201905,789.6,87,115,226
118,201906,830.0,96,115,232
119,201807,1074.4,107,125,250
119,201808,991.1,104,120,225
119,201809,988.4,98,111,223
119,201810,860.8,91,101,198
119,201811,965.2,97,111,216
119,201812,983.8,100,114,227
119,201901,935.1,91,109,211
119,201902,1004.3,99,116,228
119,201903,977.7,97,114,223
119,201904,879.1,85,104,203
119,201905,807.2,79,95,180
119,201906,871.4,87,101,200
120,201807,98.7,28,28,30
120,201808,248.0,55,61,71
120,201809,147.5,34,40,44
120,201810,106.10000000000001,26,26,29
120,201811,132.3,39,39,39
120,201812,145.9,38,40,45
120,201901,192.2,46,48,51
120,201902,129.0,31,32,35
120,201903,109.2,30,30,32
120,201904,122.0,32,34,35
120,201905,191.05,49,51,55
120,201906,188.2,44,46,54
121,201807,391.7,57,64,110
121,201808,294.1,54,57,91
121,201809,345.5,51,54,93
121,201810,281.6,46,48,82
121,201811,263.7,43,46,81
121,201812,314.4,48,51,90
121,201901,315.9,54,57,93
121,201902,230.6,32,34,58
121,201903,290.5,49,51,87
121,201904,226.1,40,42,70
121,201905,318.9,53,54,91
121,201906,256.0,46,48,82
122,201807,864.4,99,126,254
122,201808,892.5,106,131,246
122,201809,917.4,104,130,262
122,201810,872.2,101,128,260
122,201811,754.2,85,108,220
122,201812,833.0,98,116,232
122,201901,898.6,100,129,260
122,201902,724.4,79,101,202
122,201903,865.0,98,127,254
122,201904,787.6,90,112,226
122,201905,813.3,97,121,234
122,201906,879.0,102,126,256
123,201807,1105.4,107,126,250
123,201808,1353.0,133,153,302
123,201809,1154.2,111,134,266
123,201810,1286.1,124,144,284
123,201811,1177.9,120,138,273
123,201812,1060.5,104,121,240
123,201901,965.6,96,110,219
123,201902,1211.0,119,138,272
123,201903,1160.2,112,132,259
123,201904,1092.5,109,122,242
123,201905,955.1,100,114,222
123,201906,946.9,93,110,222
124,201807,104.9,28,29,33
124,201808,200.9,38,40,53
124,201809,150.0,39,40,46
124,201810,175.70000000000002,41,41,48
124,201811,230.4,52,53,63
124,201812,167.9,38,42,49
124,201901,161.4,40,40,47
124,201902,220.1,48,50,66
124,201903,219.9,50,52,63
124,201904,154.4,35,38,43
124,201905,157.70000000000002,40,40,43
124,201906,175.1,38,40,49
125,201807,1039.8,98,121,244
125,201808,1114.75,111,132,252
125,201809,1217.2,123,141,282
125,201810,1120.7,111,125,249
125,201811,1187.0,123,141,281
125,201812,1218.6,119,138,277
125,201901,1109.7,108,127,256
125,201902,915.8,86,103,208
125,201903,1235.4,121,141,280
125,201904,1108.2,108,124,245
125,201905,1073.3,107,132,247
125,201906,1012.4,99,113,227
126,201807,331.6,35,38,76
126,201808,314.3,38,38,71
126,201809,351.4,37,41,81
126,201810,332.5,35,38,77
126,201811,443.1,47,50,99
126,201812,444.0,48,48,98
126,201901,421.2,45,47,93
126,201902,498.3,54,59,117
126,201903,472.0,49,52,103
126,201904,300.6,35,36,71
126,201905,469.0,51,56,108
126,201906,413.7,43,46,91
127,201807,43.9,9,9,15
127,201808,39.699999999999996,7,7,11
127,201809,33.6,4,4,7
127,201810,19.0,4,4,6
127,201811,47.699999999999996,9,9,13
127,201812,15.0,4,4,5
127,201901,36.4,8,8,12
127,201902,14.4,4,4,7
127,201903,34.1,7,7,10
127,201904,33.199999999999996,6,6,10
127,201905,27.6,4,4,10
127,201906,32.3,6,6,10
128,201807,1036.8,116,146,296
128,201808,910.1,102,137,274
128,201809,959.6,108,144,288
128,201810,1097.6,108,151,310
128,201811,1002.4,109,142,288
128,201812,1043.0,114,148,298
128,201901,895.4,104,125,250
128,201902,1006.4,99,139,288
128,201903,904.6,97,123,250
128,201904,1065.6,120,154,310
128,201905,895.5,102,138,264
128,201906,989.2,104,145,292
129,201807,738.6,83,105,214
129,201808,898.7,97,125,246
129,201809,868.0,89,121,244
129,201810,812.2,92,114,230
129,201811,699.8,84,101,202
129,201812,812.4,100,120,242
129,201901,885.4,95,123,252
129,201902,803.6,94,114,230
129,201903,849.2,95,123,250
129,201904,852.8,90,112,230
129,201905,811.2,97,123,232
129,201906,739.2,94,115,230
130,201807,1273.8,121,148,295
130,201808,1233.95,127,152,285
130,201809,961.4,95,112,223
130,201810,1336.1,136,154,307
130,201811,1131.5,112,128,255
130,201812,1196.7,123,134,265
130,201901,1115.4,116,126,252
130,201902,1125.2,103,128,255
130,201903,1272.1,120,142,285
130,201904,948.0,94,106,214
130,201905,1326.9,121,154,299
130,201906,1368.6,130,151,301
131,201807,267.4,56,60,78
131,201808,233.4,46,47,65
131,201809,195.3,39,40,50
131,201810,222.3,49,51,64
131,201811,210.9,47,48,60
131,201812,171.2,38,39,53
131,201901,202.8,47,49,60
131,201902,188.5,40,41,59
131,201903,225.1,48,51,71
131,201904,219.7,40,41,61
131,201905,172.9,33,36,50
131,201906,160.9,36,37,47
132,201807,52.3,11,11,17
132,201808,24.200000000000003,4,4,7
132,201809,42.400000000000006,5,6,12
132,201810,57.8,10,10,18
132,201811,39.3,6,6,11
132,201812,26.200000000000003,4,4,8
132,201901,29.6,5,5,9
132,201902,15.4,3,3,6
132,201903,72.8,9,9,18
132,201904,22.0,3,3,6
132,201905,75.1,11,11,23
132,201906,38.300000000000004,5,5,9
133,201807,1021.8,110,148,296
133,201808,916.1,111,141,269
133,201809,913.0,112,135,274
133,201810,983.6,112,140,284
133,201811,945.4,104,135,274
133,201812,1081.2,113,155,316
133,201901,1081.8,120,156,314
133,201902,825.3,98,113,235
133,201903,917.8,105,133,268
133,201904,962.4,113,139,278
133,201905,959.35,110,152,291
133,201906,966.2,105,137,276
134,201807,419.2,47,49,98
134,201808,432.65,48,54,99
134,201809,463.8,50,54,108
134,201810,473.4,48,52,106
134,201811,467.6,54,56,112
134,201812,413.4,42,46,94
134,201901,384.2,43,43,86
134,201902,347.6,36,39,78
134,201903,388.6,44,46,92
134,201904,594.6,64,66,132
134,201905,407.1,48,51,96
134,201906,454.2,51,54,108
135,201807,24.4,5,5,7
135,201808,33.3,8,8,10
135,201809,26.0,4,5,8
135,201810,33.8,7,7,10
135,201811,26.0,6,6,8
135,201812,35.5,7,8,10
135,201901,33.1,6,6,9
135,201902,33.7,7,7,9
135,201903,22.4,4,4,7
135,201904,38.5,6,6,9
135,201905,34.4,6,6,10
135,201906,39.0,5,5,10
136,201807,118.8,27,29,33
136,201808,173.2,38,41,48
136,201809,159.9,30,33,41
136,201810,174.6,41,42,53
136,201811,150.1,33,37,42
136,201812,160.3,37,39,45
136,201901,130.5,33,33,37
136,201902,181.0,43,44,52
136,201903,174.0,35,37,46
136,201904,185.0,42,44,57
136,201905,185.6,44,44,51
136,201906,229.3,50,52,62
137,201807,1034.4,121,145,292
137,201808,888.95,103,126,246
137,201809,1021.2,99,138,280
137,201810,1046.8,117,148,298
137,201811,841.4,100,120,242
137,201812,882.6,107,125,252
137,201901,974.0,106,135,270
137,201902,871.2,96,120,240
137,201903,731.8,90,105,212
137,201904,826.8,101,119,238
137,201905,1061.3,115,147,291
137,201906,818.0,95,122,246
138,201807,822.4,93,119,242
138,201808,707.4,86,105,208
138,201809,913.6,114,136,272
138,201810,1015.4,113,145,294
138,201811,991.4,105,142,284
138,201812,918.0,107,129,260
138,201901,954.8,100,131,266
138,201902,748.6,90,111,224
138,201903,940.6,106,138,276
138,201904,834.2,106,128,256
138,201905,832.4,97,127,245
138,201906,1146.0,123,158,318
139,201807,36.5,9,9,12
139,201808,34.1,6,6,9
139,201809,21.2,4,4,6
139,201810,38.800000000000004,9,9,13
139,201811,19.3,4,4,6
139,201812,32.1,6,6,9
139,201901,23.8,4,4,6
139,201902,22.8,4,4,6
139,201903,32.800000000000004,6,6,8
139,201904,36.8,7,7,10
139,201905,27.900000000000002,6,6,7
139,201906,14.2,3,3,5
140,201807,8.5,2,2,2
140,201808,24.3,7,7,7
140,201809,24.2,5,5,6
140,201810,29.5,7,7,8
140,201811,24.5,7,7,8
140,201812,30.3,6,7,7
140,201901,8.7,3,3,3
140,201902,7.0,2,2,2
140,201903,43.8,9,9,11
140,201904,19.2,5,5,5
140,201905,5.9,2,2,2
140,201906,19.0,5,5,5
141,201807,272.8,43,43,61
141,201808,225.29999999999998,31,33,53
141,201809,232.8,32,35,53
141,201810,276.2,39,41,63
141,201811,244.3,32,35,54
141,201812,325.8,47,49,77
141,201901,340.3,47,49,74
141,201902,246.7,35,35,55
141,201903,241.7,36,37,57
141,201904,186.2,29,29,43
141,201905,194.9,30,30,43
141,201906,238.4,32,34,53
142,201807,457.0,50,52,103
142,201808,506.6,60,65,115
142,201809,406.0,44,48,96
142,201810,460.2,52,53,106
142,201811,479.6,55,56,112
142,201812,384.2,41,44,88
142,201901,511.6,54,57,114
142,201902,432.40000000000003,45,50,100
142,201903,473.6,51,54,108
142,201904,514.6,54,59,118
142,201905,350.4,42,42,80
142,201906,411.8,41,45,90
143,201807,344.3,38,41,77
143,201808,421.85,51,52,99
143,201809,326.7,39,40,76
143,201810,396.2,45,48,87
143,201811,360.9,41,43,85
143,201812,384.9,47,48,91
143,201901,396.6,46,48,92
143,201902,483.6,49,56,106
143,201903,366.5,44,45,84
143,201904,344.7,43,43,82
143,201905,312.15,36,37,72
143,201906,416.3,50,53,93
144,201807,716.0,84,104,210
144,201808,703.2,88,107,202
144,201809,609.8,74,88,178
144,201810,804.4,97,112,230
144,201811,732.0,86,105,212
144,201812,839.4,94,112,226
144,201901,703.0,81,107,216
144,201902,656.4,73,93,186
144,201903,715.4,91,109,220
144,201904,718.6,83,104,208
144,201905,748.55,92,111,214
144,201906,761.0,84,106,214
145,201807,388.0,47,49,88
145,201808,309.9,39,39,71
145,201809,365.2,43,47,84
145,201810,323.2,41,43,73
145,201811,317.2,37,39,69
145,201812,287.3,39,39,68
145,201901,275.0,32,35,62
145,201902,241.4,30,31,55
145,201903,368.0,46,46,81
145,201904,298.0,39,40,65
145,201905,288.6,38,39,66
145,201906,307.8,41,43,70
146,201807,12.0,3,3,4
146,201808,48.0,8,8,13
146,201809,20.0,4,4,6
146,201810,12.8,3,3,4
146,201811,13.399999999999999,3,3,4
146,201812,11.5,4,4,4
146,201901,40.5,5,5,9
146,201902,27.8,7,7,8
146,201903,40.9,9,9,12
146,201904,10.5,3,3,3
146,201905,29.6,4,4,8
146,201906,8.1,3,3,4
147,201807,755.6,92,108,218
147,201808,674.45,84,104,197
147,201809,785.8,91,113,232
147,201810,952.6,99,138,278
147,201811,788.6,91,118,236
147,201812,878.2,89,118,240
147,201901,860.0,95,119,240
147,201902,881.8,99,127,254
147,201903,881.8,99,123,248
147,201904,866.0,100,121,248
147,201905,783.65,98,122,221
147,201906,761.4,88,108,218
148,201807,692.3,94,110,160
148,201808,763.5,98,115,172
148,201809,678.9,93,104,154
148,201810,728.2,97,112,167
148,201811,647.9,91,103,150
148,201812,922.9,114,139,208
148,201901,643.9,93,103,149
148,201902,680.0,81,95,153
148,201903,873.1,103,126,193
148,201904,746.4,99,115,169
148,201905,660.6,89,99,151
148,201906,781.3,96,115,177
149,201807,418.0,45,46,92
149,201808,469.9,55,57,105
149,201809,412.7,46,48,95
149,201810,386.8,39,44,88
149,201811,376.6,39,43,86
149,201812,371.2,43,44,88
149,201901,430.0,48,49,98
149,201902,421.2,45,48,96
149,201903,458.6,50,53,106
149,201904,332.7,36,38,74
149,201905,438.1,46,50,96
149,201906,349.2,39,40,79
150,201807,428.0,48,49,98
150,201808,413.1,46,50,95
150,201809,463.2,46,50,100
150,201810,387.2,43,44,86
150,201811,510.8,53,58,116
150,201812,491.4,50,55,112
150,201901,417.4,47,51,101
150,201902,286.6,32,34,65
150,201903,431.2,41,48,96
150,201904,359.3,39,41,81
150,201905,361.40000000000003,40,42,80
150,201906,420.4,46,48,94
151,201807,155.0,34,34,44
151,201808,135.5,30,34,44
151,201809,144.2,36,38,45
151,201810,123.2,28,28,36
151,201811,135.7,30,32,38
151,201812,209.4,48,49,58
151,201901,157.1,35,36,43
151,201902,170.1,42,43,51
151,201903,142.7,37,37,42
151,201904,115.1,31,31,41
151,201905,162.2,34,36,47
151,201906,193.0,44,45,58
152,201807,1067.6,105,146,296
152,201808,971.1,115,145,285
152,201809,925.0,109,134,274
152,201810,920.0,103,131,264
152,201811,1142.4,117,159,324
152,201812,1000.8,111,146,294
152,201901,1047.4,108,145,296
152,201902,820.8,93,118,238
152,201903,1151.8,107,155,320
152,201904,1063.2,110,143,290
152,201905,909.7,109,140,262
152,201906,836.0,100,121,242
153,201807,1092.0,109,128,254
153,201808,1019.7,107,120,230
153,201809,1066.1,102,118,238
153,201810,1141.4,114,129,257
153,201811,1110.7,102,121,244
153,201812,1241.7,120,142,284
153,201901,1028.1,102,118,235
153,201902,968.0,94,111,219
153,201903,1113.7,101,123,251
153,201904,1125.6,111,127,251
153,201905,953.85,104,118,217
153,201906,1181.2,123,136,272
154,201807,929.8,92,110,214
154,201808,1193.35,124,142,270
154,201809,899.2,95,107,207
154,201810,1051.2,112,129,243
154,201811,979.2,97,115,220
154,201812,1178.7,124,138,268
154,201901,1140.4,112,129,251
154,201902,1021.8,107,121,238
154,201903,1093.7,120,136,255
154,201904,1146.4,117,138,263
154,201905,870.4,94,107,195
154,201906,1195.1,121,138,271
155,201807,924.6,101,123,250
155,201808,782.7,91,119,229
155,201809,1014.4,103,144,290
155,201810,963.8,108,136,272
155,201811,898.8,101,133,270
155,201812,849.8,97,120,242
155,201901,874.6,96,125,252
155,201902,891.2,95,125,254
155,201903,804.4,94,118,240
155,201904,844.6,99,120,242
155,201905,922.85,106,136,265
155,201906,857.2,95,121,244
156,201807,1024.6,110,144,290
156,201808,1017.8,122,149,273
156,201809,1036.4,117,152,304
156,201810,972.4,111,150,300
156,201811,911.0,104,127,256
156,201812,1111.2,124,166,334
156,201901,1199.0,120,167,340
156,201902,985.8,107,138,278
156,201903,1027.2,114,140,282
156,201904,933.4,109,140,280
156,201905,865.7,99,131,256
156,201906,959.8,106,132,268
157,201807,1045.4,124,153,306
157,201808,904.1,103,136,258
157,201809,887.6,104,130,262
157,201810,961.4,102,132,268
157,201811,954.0,105,133,268
157,201812,978.4,104,138,280
157,201901,806.8,100,122,244
